,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp,full_spec_name,file_name_stub
143,906680,Garrulus,glandarius,,birds,Eurasian Jay,Olivier SWIFT,France,"Arrondissement de Bernay (near  Colletot), Eure, Normandy, PS23",49.3465,0.6146,110,call,uncertain,adult,field recording,//xeno-canto.org/906680,https://xeno-canto.org/906680/download,XC906680-GARGLA_240524_4458_CCPAVR_Colletot27_PS23.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC906680-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC906680-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC906680-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,09:15,2024-05-24,2024-05-27,"['Fringilla coelebs', 'Erithacus rubecula', 'Streptopelia decaocto']",,no,no,no,,,no,Tascam DR05X,Dodotronic AOM5024L Stereo parabole,48000,Garrulus glandarius,Garrulus_glandarius_XC906680_GARGLA_240524_4458_CCPAVR_Colletot27_PS23
144,884232,Garrulus,glandarius,,birds,Eurasian Jay,Martin Billard,France,"La Bruyère (near  Feuguerolles-Bully), Calvados, Normandy",49.0989,-0.3921,10,"call, imitation",uncertain,uncertain,field recording,//xeno-canto.org/884232,https://xeno-canto.org/884232/download,XC884232-03-18-2024_14h32_inconnu.wav,"{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC884232-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC884232-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC884232-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:11,14:32,2024-03-18,2024-03-24,[],Common buzzard (_Buteo buteo_) imitation,no,no,no,,,yes,SM-Mini stereo,,44100,Garrulus glandarius,Garrulus_glandarius_XC884232_03_18_2024_14h32_inconnuwav
145,858102,Garrulus,glandarius,,birds,Eurasian Jay,Olivier SWIFT,France,"Galez, Hautes-Pyrénées, Occitanie, Barran",43.178,0.3973,460,call,uncertain,adult,field recording,//xeno-canto.org/858102,https://xeno-canto.org/858102/download,XC858102-GARGLA_230806_3682_Barran65.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC858102-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC858102-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC858102-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,10:40,2023-08-06,2023-12-29,"['Erithacus rubecula', 'Dendrocopos major']",,no,no,no,,,no,Tascam DR05X,Dodotronic AOM5024L Stereo parabole,48000,Garrulus glandarius,Garrulus_glandarius_XC858102_GARGLA_230806_3682_Barran65
146,793230,Garrulus,glandarius,,birds,Eurasian Jay,Dominique Guillerme,France,"Chassey, Côte-d'Or, Bourgogne-Franche-Comté",47.4622,4.4196,340,"interaction calls, nuptial period",,,in the hand,//xeno-canto.org/793230,https://xeno-canto.org/793230/download,XC793230-d4)3-00_geai-cris-et-autres.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC793230-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC793230-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC793230-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,08:30,2023-04-04,2023-04-13,[],,yes,yes,no,,,no,Sound Devices mixpre,stereo telinga parabolic,48000,Garrulus glandarius,Garrulus_glandarius_XC793230_d43_00_geai_cris_et_autres
147,792162,Garrulus,glandarius,,birds,Eurasian Jay,Sven Normant,France,"Arrondissement de Morlaix (near  Lannéanou), Finistere, Brittany",48.4679,-3.6557,220,"call, flight call",,,in the hand,//xeno-canto.org/792162,https://xeno-canto.org/792162/download,XC792162-Geai_des_chênes_Garrulus_glandarius_calls.wav,"{'small': '//xeno-canto.org/sounds/uploaded/MPDFSJHTXH/wave/XC792162-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MPDFSJHTXH/wave/XC792162-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MPDFSJHTXH/wave/XC792162-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,09:30,2023-04-04,2023-04-10,"['Erithacus rubecula', 'Phylloscopus collybita']",,yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC792162_Geai_des_chenes_Garrulus_glandarius_callswav
148,787797,Garrulus,glandarius,,birds,Eurasian Jay,Dominique Guillerme,France,"Chassey, Côte-d'Or, Bourgogne-Franche-Comté",47.4632,4.4183,340,different interaction calls,,,in the hand,//xeno-canto.org/787797,https://xeno-canto.org/787797/download,XC787797-10_geais.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC787797-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC787797-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC787797-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,09:00,2023-03-22,2023-03-23,[],A group of 8 somewhat excited Garrulus glandarius in the mating season...,yes,yes,no,,,no,,,44100,Garrulus glandarius,Garrulus_glandarius_XC787797_10_geais
149,787796,Garrulus,glandarius,,birds,Eurasian Jay,Dominique Guillerme,France,"Chassey, Côte-d'Or, Bourgogne-Franche-Comté",47.4632,4.4183,340,different interaction calls,,,in the hand,//xeno-canto.org/787796,https://xeno-canto.org/787796/download,XC787796-09_geais.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC787796-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC787796-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LACGOEKMVI/wave/XC787796-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,09:00,2023-03-22,2023-03-23,[],A group of 8 somewhat excited Garrulus glandarius in the mating season...,yes,yes,no,,,no,,,44100,Garrulus glandarius,Garrulus_glandarius_XC787796_09_geais
150,761982,Garrulus,glandarius,,birds,Eurasian Jay,Benjamin Allegrini,France,"Arrondissement de Saint-Jean-de-Maurienne (near  Saint-Alban-d'Hurtières), Savoie, Auvergne-Rhône-Alpes",45.4672,6.2601,750,"alarm call, call",uncertain,adult,field recording,//xeno-canto.org/761982,https://xeno-canto.org/761982/download,XC761982-Geai_des_chenes_call_saint_alban_des_hurtieres_20112022.wav,"{'small': '//xeno-canto.org/sounds/uploaded/VHPGAJNORB/wave/XC761982-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VHPGAJNORB/wave/XC761982-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VHPGAJNORB/wave/XC761982-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,09:00,2022-11-19,2022-11-20,[],Mixed forest,yes,yes,no,,,no,H4n Pro,Dodotronic Hi Sound Evo,44100,Garrulus glandarius,Garrulus_glandarius_XC761982_Geai_des_chenes_call_saint_alban_des_hurtieres_20112022wav
151,696287,Garrulus,glandarius,,birds,Eurasian Jay,Cedric Mroczko,France,"Le Bousquet, Aude, Occitanie",42.7001,2.1797,1600,call,,,field recording,//xeno-canto.org/696287,https://xeno-canto.org/696287/download,XC696287-0101_110159c.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC696287-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC696287-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC696287-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,12:40,2021-01-01,2022-01-09,['Periparus ater'],r-05 + em272 clippy stereo,no,no,no,,,no,,,44100,Garrulus glandarius,Garrulus_glandarius_XC696287_0101_110159c
152,641312,Garrulus,glandarius,,birds,Eurasian Jay,Cedric Mroczko,France,"Saint-Aventin, Haute-Garonne, Occitanie",42.7434,0.5801,1400,call,,,field recording,//xeno-canto.org/641312,https://xeno-canto.org/641312/download,XC641312-210328_004a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC641312-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC641312-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC641312-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,09:05,2021-03-28,2021-04-21,['Turdus philomelos'],d100 + em272,no,no,no,,,no,,,44100,Garrulus glandarius,Garrulus_glandarius_XC641312_210328_004a
153,641072,Garrulus,glandarius,,birds,Eurasian Jay,Stanislas Wroza,France,"Bellefontaine, Jura, Bourgogne-Franche-Comté",46.5482,6.0751,1300,quacking,,,field recording,//xeno-canto.org/641072,https://xeno-canto.org/641072/download,XC641072-Geai des chenes caquetement.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC641072-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC641072-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC641072-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,06:30,2021-04-19,2021-04-21,[],,yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC641072_Geai_des_chenes_caquetement
154,557883,Garrulus,glandarius,,birds,Eurasian Jay,Stanislas Wroza,France,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",48.3941,2.577,70,"call, flight call, harsh call",,,field recording,//xeno-canto.org/557883,https://xeno-canto.org/557883/download,XC557883-Geai des chenes cris de vol erailles.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC557883-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC557883-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC557883-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,06:00,2020-05-12,2020-05-13,[],,yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC557883_Geai_des_chenes_cris_de_vol_erailles
155,557882,Garrulus,glandarius,,birds,Eurasian Jay,Stanislas Wroza,France,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",48.3941,2.577,70,"call, song",,,field recording,//xeno-canto.org/557882,https://xeno-canto.org/557882/download,XC557882-Geai des chenes chant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC557882-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC557882-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC557882-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:11,06:00,2020-05-12,2020-05-13,[],,yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC557882_Geai_des_chenes_chant
156,557841,Garrulus,glandarius,,birds,Eurasian Jay,Cedric Mroczko,France,"Cordes-sur-Ciel, Tarn, Occitanie",44.0606,1.9514,180,call,,,field recording,//xeno-canto.org/557841,https://xeno-canto.org/557841/download,XC557841-200328_04.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC557841-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC557841-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC557841-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,17:50,2020-03-28,2020-05-13,"['Columba palumbus', 'Erithacus rubecula']","High-pass filtered (500Hz, 6dB)",yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC557841_200328_04
157,408215,Garrulus,glandarius,,birds,Eurasian Jay,Olivier SWIFT,France,"Toulouse, Haute-Garonne, Occitanie",43.5992,1.3839,150,call,,,field recording,//xeno-canto.org/408215,https://xeno-canto.org/408215/download,XC408215-GARGLA_180328_3973_ENVT_bois_nord.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC408215-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC408215-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC408215-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,10:00,2018-03-28,2018-03-31,[],Tascam DR05 - Preamplified Wildtronics. Strong background. Campus ENVT,yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC408215_GARGLA_180328_3973_ENVT_bois_nord
158,377164,Garrulus,glandarius,,birds,Eurasian Jay,Gary Harbour,France,"Tailly, Côte-d'Or, Bourgogne Franche-Comté",46.9602,4.8153,200,alarm call,,,field recording,//xeno-canto.org/377164,https://xeno-canto.org/377164/download,XC377164-Eurasian Jay Alarm 20160826.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HFRPNOEVFC/wave/XC377164-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HFRPNOEVFC/wave/XC377164-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HFRPNOEVFC/wave/XC377164-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,09:00,2016-08-26,2017-06-26,[],,no,no,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC377164_Eurasian_Jay_Alarm_20160826
159,131257,Garrulus,glandarius,,birds,Eurasian Jay,Alexandre Renaudier,France,"Le Hucel, Thollon-les-Mémises, Haute-Savoie",46.3995,6.7051,900,"imitation, imitation",,,field recording,//xeno-canto.org/131257,https://xeno-canto.org/131257/download,XC131257-GARGLA20130423-ThollonUcel-Renaudier-000015.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GKADEITXTH/wave/XC131257-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GKADEITXTH/wave/XC131257-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GKADEITXTH/wave/XC131257-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:12,?,2013-04-23,2013-04-23,"['Sylvia atricapilla', 'Troglodytes troglodytes']",,yes,yes,no,,,no,,,48000,Garrulus glandarius,Garrulus_glandarius_XC131257_GARGLA20130423_ThollonUcel_Renaudier_000015
160,809073,Pica,pica,,birds,Eurasian Magpie,Martin Billard,France,"Feuguerolles-Bully (Feuguerolles bourg), Calvados, Normandie",49.1144,-0.4023,60,call,uncertain,adult,field recording,//xeno-canto.org/809073,https://xeno-canto.org/809073/download,XC809073-06-15-2023_13h57_pie-bavarde_EXPORT.wav,"{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC809073-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC809073-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC809073-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,13:57,2023-06-15,2023-06-15,[],,yes,yes,no,,,no,TASCAM DR-05,Dodotronic  Hi-Sound Stereo,44100,Pica pica,Pica_pica_XC809073_06_15_2023_13h57_pie_bavarde_EXPORTwav
161,707401,Pica,pica,,birds,Eurasian Magpie,Sonothèque ADVL,France,"Vains, Manche, Normandie",48.6582,-1.4434,30,call,,,field recording,//xeno-canto.org/707401,https://xeno-canto.org/707401/download,XC707401-Piebavarde_12012022_vainspointedugrouindusud_16h30 cris posé.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC707401-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC707401-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC707401-large.png'}",//creativecommons.org/publicdomain/zero/1.0/,A,0:11,16:30,2022-01-12,2022-03-08,[],"Sonothèque des oiseaux de Carolles et de la baie du Mont-Saint-Michel. Association de Défense de la Vallée du Lude et des sites environnants.
Enregistrement Corentin Rivière.",unknown,unknown,unknown,,,no,,,44100,Pica pica,Pica_pica_XC707401_Piebavarde_12012022_vainspointedugrouindusud_16h30_cris_pose
162,682801,Pica,pica,,birds,Eurasian Magpie,Jean Christophe Pratt ,France,"Saint-Savinien, Charente-Maritime, Nouvelle-Aquitaine",45.8888,-0.673,10,uncertain,,,field recording,//xeno-canto.org/682801,https://xeno-canto.org/682801/download,XC682801-5999-4004024-5946.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/wave/XC682801-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/wave/XC682801-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/wave/XC682801-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,?,2021-01-17,2021-10-27,['Fringilla coelebs'],,no,no,unknown,,,no,,,44100,Pica pica,Pica_pica_XC682801_5999_4004024_5946
163,904965,Pica,pica,,birds,Eurasian Magpie,Martin Billard,France,"Arrondissement de Caen (near  Feuguerolles-Bully), Calvados, Normandie",49.1144,-0.4023,60,"alarm call, call",uncertain,uncertain,field recording,//xeno-canto.org/904965,https://xeno-canto.org/904965/download,XC904965-05-19-2024_14h32_pie-bavarde.wav,"{'small': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC904965-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC904965-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WKUHMYUJSN/wave/XC904965-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,14:32,2024-05-19,2024-05-21,[],Calls caused by a cat below a cherry tree where the bird was perched,yes,yes,no,,,yes,TASCAM DR-05X,Dodotronic Hi-Sound Stereo,44100,Pica pica,Pica_pica_XC904965_05_19_2024_14h32_pie_bavardewav
164,896727,Pica,pica,,birds,Eurasian Magpie,Corentin Rivière,France,"Jullouville, Manche, Normandie",48.7569,-1.5139,110,alarm call,,adult,field recording,//xeno-canto.org/896727,https://xeno-canto.org/896727/download,XC896727-PiebavardeChouettehulotte_12042024_lachaumière-22h-cris-alarme.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/NKTQOAXTXA/wave/XC896727-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NKTQOAXTXA/wave/XC896727-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NKTQOAXTXA/wave/XC896727-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,22:00,2024-04-12,2024-04-17,['Strix aluco'],Couple de pie défendant leur nid face au dérangement d'une chouette hulotte.,yes,yes,no,,,no,,,48000,Pica pica,Pica_pica_XC896727_PiebavardeChouettehulotte_12042024_lachaumiere_22h_cris_alarme
165,746556,Pica,pica,,birds,Eurasian Magpie,Pierre Foulquier,France,"Les Angles, Gard, Occitanie",43.9459,4.7274,150,"aberrant, call",,,field recording,//xeno-canto.org/746556,https://xeno-canto.org/746556/download,XC746556-pie_abberante.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YESYDXYEZD/wave/XC746556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YESYDXYEZD/wave/XC746556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YESYDXYEZD/wave/XC746556-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,06:30,2022-08-30,2022-09-02,[],,no,no,no,,,no,,,44100,Pica pica,Pica_pica_XC746556_pie_abberante
166,525296,Pica,pica,,birds,Eurasian Magpie,Yoann Blanchon,France,"Moissan (near  Albi), Tarn, Occitanie",43.923,2.1856,180,call,,,field recording,//xeno-canto.org/525296,https://xeno-canto.org/525296/download,XC525296-MixPre-039_Pica pica_YB.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OYXLQBTHRH/wave/XC525296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OYXLQBTHRH/wave/XC525296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OYXLQBTHRH/wave/XC525296-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,13:00,2020-01-24,2020-02-08,[],SennheiserME66-K6/MixPre 3 II ; High Pass Filter 200Hz 6db,yes,yes,no,,,no,,,48000,Pica pica,Pica_pica_XC525296_MixPre_039_Pica_pica_YB
167,233516,Pica,pica,pica,birds,Eurasian Magpie,Cedric MROCZKO,France,"Marseille, Bouches-du-Rhone, Provence-Alpes-Côte d'Azur",43.2835,5.3711,130,song,,,field recording,//xeno-canto.org/233516,https://xeno-canto.org/233516/download,XC233516-150329_05.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC233516-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC233516-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC233516-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,11:00,2015-03-29,2015-03-29,[],"A bird ""singing"" while watching cats eating at a cat feeding  point.
Sennheiser ME66 +FEL 3.5 MX + Sony M10; high-pass filter (750Hz, 6dB)",yes,yes,no,,,no,,,44100,Pica pica,Pica_pica_XC233516_150329_05
168,145690,Pica,pica,pica,birds,Eurasian Magpie,Bram Piot,France,"Fonsargoule, Venasque, Vaucluse",43.9811,5.1433,320,call,,,field recording,//xeno-canto.org/145690,https://xeno-canto.org/145690/download,XC145690-Picpic_Venasque_20130817_075354_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC145690-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC145690-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC145690-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:09,08:00,2013-08-17,2013-08-19,[],,no,no,no,,,no,,,44100,Pica pica,Pica_pica_XC145690_Picpic_Venasque_20130817_075354_edited
169,903366,Corvus,cornix,sharpii,birds,Hooded Crow,Stanislas Wroza,France,"Arrondissement de Bastia (near  Rogliano), Haute-Corse, Corsica",42.9708,9.4526,20,"call, flight call",,,field recording,//xeno-canto.org/903366,https://xeno-canto.org/903366/download,XC903366-Corneille-mantelée-cris-nasaux-+-4.wav,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC903366-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC903366-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC903366-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:09,07:30,2024-04-29,2024-05-16,[],,unknown,unknown,unknown,,,unknown,Omnidirectional microphone,Primo EM272,44100,Corvus cornix,Corvus_cornix_XC903366_Corneille_mantelee_cris_nasaux__4wav
170,818143,Corvus,cornix,,birds,Hooded Crow,Nicolas Martinez,France,"Algajola, Haute-Corse, Corse",42.608,8.861,20,call,,adult,field recording,//xeno-canto.org/818143,https://xeno-canto.org/818143/download,XC818143-corneb_20230706_algajola_ZOOM0329_Tr1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CVLRXNQXVL/wave/XC818143-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CVLRXNQXVL/wave/XC818143-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CVLRXNQXVL/wave/XC818143-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,07:20,2023-07-06,2023-07-22,[],,yes,yes,no,,,no,zoom h6,sennheiser m67,48000,Corvus cornix,Corvus_cornix_XC818143_corneb_20230706_algajola_ZOOM0329_Tr1
171,800185,Corvus,cornix,sharpii,birds,Hooded Crow,Stanislas Wroza,France,"Rogliano, Haute-Corse, Corse",42.965,9.4512,0,"call, nasal call",,,field recording,//xeno-canto.org/800185,https://xeno-canto.org/800185/download,XC800185-Corneille-mantelée-cris-nasaux.wav,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC800185-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC800185-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC800185-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,09:00,2023-05-03,2023-05-11,[],,unknown,unknown,unknown,,,unknown,Parabolic Microphone,Dodotronics Hi-Sound DR,96000,Corvus cornix,Corvus_cornix_XC800185_Corneille_mantelee_cris_nasauxwav
172,825210,Nucifraga,caryocatactes,,birds,Spotted Nutcracker,Penegal,France,"Ormont (Ban-de-Sapt), Vosges, Grand Est",48.318,7.0276,650,uncertain,uncertain,uncertain,in the hand,//xeno-canto.org/825210,https://xeno-canto.org/825210/download,XC825210-birdnet_mobile_8629222379_recording_321.wav,"{'small': '//xeno-canto.org/sounds/uploaded/DHVUPNNSJH/wave/XC825210-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DHVUPNNSJH/wave/XC825210-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DHVUPNNSJH/wave/XC825210-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,09:00,2023-08-24,2023-08-26,[],"I recorded that in a coniferous forest (predominantly young silver firs _Abies alba_), on the north face of a mountain which summit is about 900m high. There are 2 calls (same species?):
1. between 0:00 and 0:04, a _Nucifraga caryocatactes_ call;
2. between 0:05 and 0:08, a faint descending, repeated, unidentified call.

Maybe are the two calls from the same bird (they seemed to come from the same point), but I'm unsure, as I could not see the bird(s).",no,no,no,,,no,Samsung Galaxy XCover 5 (with BirdNET),Integrated,48000,Nucifraga caryocatactes,Nucifraga_caryocatactes_XC825210_birdnet_mobile_8629222379_recording_321wav
173,641085,Corvus,corax,,birds,Northern Raven,Stanislas Wroza,France,"Bellefontaine, Jura, Bourgogne-Franche-Comté",46.5482,6.0751,1300,"alarm call, call, flight call",,,field recording,//xeno-canto.org/641085,https://xeno-canto.org/641085/download,XC641085-Grand corbeau cris alarme vol ++.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC641085-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC641085-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC641085-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:10,06:30,2021-04-19,2021-04-21,[],,yes,yes,no,,,no,,,48000,Corvus corax,Corvus_corax_XC641085_Grand_corbeau_cris_alarme_vol_
